categories/0,categories/1,categories/2,categories/3,categories/4,skill,title
.net,typescript,blockchain,machine-learning,angular,".net,typescript,blockchain,machine-learning,angular","(Senior) Software Engineer  R&D (m/w) at Lucht Probst Associates GmbH (LPA) (Frankfurt am Main, Deutschland)"
c++,embedded,c,matlab,simulink,"c++,embedded,c,matlab,simulink","Embedded Software Developer for medical devices (f/m) for W.O.M. at Novanta Europe GmbH (Berlin, Germany)"
python,,,,,"python,,,,","(Senior) Data Scientist (w/m) Deep Learning Spezialist at Otto Group (Hamburg, Germany)"
java,erp,sap,,,"java,erp,sap,,","IT Anwendungsbetreuer (m/w) Vertrieb, Distribution & Warenwirtschaft  Inhouse at A. Menarini Research & Business Service GmbH (Berlin, Deutschland)"
java,javascript,cloud,,,"java,javascript,cloud,,","Softwareentwickler (m/w) - Java / JavaScript  Mobility & Big Data at IAV GmbH Ingenieurgesellschaft Auto und Verkehr (Gifhorn, Deutschland)"
c++,python,embedded,,,"c++,python,embedded,,","Senior Software Engineer at Gill Research and Development (Lymington, UK)"
reactjs,graphql,typescript,javascript,css,"reactjs,graphql,typescript,javascript,css","Front-end Developer for Machine Learning SaaS at Formulate (Stockholm, Sweden)"
java,hadoop,spark,aws,,"java,hadoop,spark,aws,","Lead Software Engineer - Full-stack Java at HERE North America LLC (Chicago, IL)"
apache-spark,hadoop,apache-kafka,parquet,amazon-emr,"apache-spark,hadoop,apache-kafka,parquet,amazon-emr","Senior Data Platform Engineer at YotaScale (Menlo Park, CA)"
amazon-web-services,node.js,microservices,bigdata,ruby,"amazon-web-services,node.js,microservices,bigdata,ruby","Software Developer at Tenna LLC. (Edison, NJ) (allows remote)"
design,api,user-interface,,,"design,api,user-interface,,","AI/ Big Data Software Engineer: UI+ API Servers/ Integration at Telstra (Melbourne, Australia)"
matlab,r,python,,,"matlab,r,python,,","Junior Neuron Morphology Specialist (BBP) at EPFL - Blue Brain Project (Genève, Switzerland)"
python,cloud,apache-spark,docker,kubernetes,"python,cloud,apache-spark,docker,kubernetes","Senior Data Engineer at PriceHubble AG (Zürich, Switzerland)"
java,c++,hadoop,php,python,"java,c++,hadoop,php,python","Software Engineer, Machine Learning (U.S. / U.K. based) at Facebook (Menlo Park, CA)"
agile,scala,salesforce,python,functional-programming,"agile,scala,salesforce,python,functional-programming","Software Engineering Manager at OVO Energy (Bristol, UK)"
python,machine-learning,pandas,statistics,data-modeling,"python,machine-learning,pandas,statistics,data-modeling","Data Scientist (m/w) - HELP US TO REDUCE FOOD WASTE! at FoodTracks (Münster, Deutschland)"
amazon-web-services,chef,puppet,continuous-integration,agile,"amazon-web-services,chef,puppet,continuous-integration,agile","Principal DevOps Engineer (250447BR) at Novartis Institutes for BioMedical Research (Cambridge, MA)"
automated-tests,,,,,"automated-tests,,,,","Software Test Analyst für Logistikanwendungen (m/w) at Kardex Software GmbH (Rülzheim, Deutschland)"
machine-learning,c++,python,opencv,slam,"machine-learning,c++,python,opencv,slam","Software Engineers  Point Cloud Modeling at VOXELGRID GmbH (München, Deutschland)"
hadoop,apache-spark,database,bigdata,spark-streaming,"hadoop,apache-spark,database,bigdata,spark-streaming","Senior Data Engineer at New Knowledge (Austin, TX)"
apache-spark,hadoop,java,,,"apache-spark,hadoop,java,,","Senior Data Engineer at WeWork (New York, NY)"
machine-learning,algorithm,ruby-on-rails,,,"machine-learning,algorithm,ruby-on-rails,,","Senior Machine Learning Engineer - Recommendation Systems at WeWork (New York, NY)"
database,etl,tableau,,,"database,etl,tableau,,","Data Engineer at Daugherty Business Solutions (Creve Coeur, MO)"
python,artificial-intelligence,machine-learning,amazon-web-services,tensorflow,"python,artificial-intelligence,machine-learning,amazon-web-services,tensorflow","ARTIFICIAL INTELLIGENCE ENGINEER (ML/DL)! HELP US BREAK BOUNDARIES AND EXPLORE! at Hays plc (Perth, Australia)"
r,java,sql,nlp,data-science,"r,java,sql,nlp,data-science","Senior Data Science Manager at Agoda (Bangkok, Thailand)"
statistics,r,scala,machine-learning,data-science,"statistics,r,scala,machine-learning,data-science","Senior Machine Learning Product Scientist at Agoda (Khwaeng Pathum Wan, Thailand)"
scala,functional-programming,java,apache-spark,kubernetes,"scala,functional-programming,java,apache-spark,kubernetes","Senior Data Engineer - Data Platform at Agoda (Khwaeng Pathum Wan, Thailand)"
java,user-experience,data-mining,artificial-intelligence,,"java,user-experience,data-mining,artificial-intelligence,","SW Architekt Künstliche Intelligenz (m/w) at data 42 GmbH (Hamburg, Deutschland)"
elasticsearch,r,python,java,c++,"elasticsearch,r,python,java,c++",Machine Learning Information Engineer at Elastic () (allows remote)
c#,scala,cassandra,elasticsearch,java,"c#,scala,cassandra,elasticsearch,java","Back End Team - Engineer at Agoda (Khwaeng Pathum Wan, Thailand)"
php,symfony,reactjs,java,,"php,symfony,reactjs,java,","Senior PHP Developer - Come and help us beat cancer! at Cancer Research UK (London, UK)"
c++,robotics,vision,3d,,"c++,robotics,vision,3d,","Senior Computer Vision Engineer (f/m) at AUTO1 (Berlin, Germany)"
javascript,java,visualforce,salesforce,apex,"javascript,java,visualforce,salesforce,apex","Senior Salesforce Developer at OnPrem Solution Partners (Austin, TX)"
java,postgresql,azure,,,"java,postgresql,azure,,","Sr. Software Engineer - Data Pipeline at Tenable, Inc. (Columbia, MD)"
java,postgresql,azure,,,"java,postgresql,azure,,","Sr. Software Engineer - Data Pipeline at Tenable, Inc. (San Jose, CA)"
java,postgresql,azure,,,"java,postgresql,azure,,","Sr. Software Engineer - Data Pipeline at Tenable, Inc. (San Jose, CA)"
java,postgresql,azure,,,"java,postgresql,azure,,","Sr. Software Engineer - Data Pipeline at Tenable, Inc. (Columbia, MD)"
office-js,javascript,.net,vsto,excel,"office-js,javascript,.net,vsto,excel","Senior Javascript Developer With VSTO / Office.js Experience at Macabacus (New York, NY)"
php,mysql,amazon-web-services,database,etl,"php,mysql,amazon-web-services,database,etl","Data Engineer at ezyVet (London, UK)"
rabbitmq,kotlin,cassandra,elasticsearch,akka,"rabbitmq,kotlin,cassandra,elasticsearch,akka","Senior Java Developer at BUX (Amsterdam, Netherlands)"
c#,.net,asp.net,machine-learning,azure,"c#,.net,asp.net,machine-learning,azure","Software Developer C# .NET (m/w/d) at IBM Client Innovation Center Germany GmbH (München, Deutschland)"
rest,sql,javascript,python,nosql,"rest,sql,javascript,python,nosql","Software-Engineer (f/m) Backend / Devops Data-Driven Cancer Care at Fraunhofer-Institut für Bildgestützte Medizin MEVIS (Berlin, Deutschland)"
react,go,elasticsearch,docker,python,"react,go,elasticsearch,docker,python","Front End Developer at Synthesio (Paris, France)"
java,oop,spring,hadoop,spring-mvc,"java,oop,spring,hadoop,spring-mvc","Back End Applications Engineer at PayPal (Austin, TX)"
hadoop,agile,machine-learning,apache-kafka,pyspark,"hadoop,agile,machine-learning,apache-kafka,pyspark","Senior Data Engineer at ThoughtWorks Inc. (Melbourne, Australia)"
hp-alm,,,,,"hp-alm,,,,","Business Analyst (m/w/d) at IBM Client Innovation Center Germany GmbH (Cologne, Germany)"
c#,asp.net,salesforce,cloud,agile,"c#,asp.net,salesforce,cloud,agile","Software Developer [TechOps] (m/w) at MailStore Software GmbH (Viersen, Deutschland)"
java,spark,scripting,scala,,"java,spark,scripting,scala,","Senior Software Engineer - Java/Scala/Spark at HERE North America LLC (Chicago, IL)"
java,python,r,julia,octave,"java,python,r,julia,octave","Data Science Manager at Indeed - Tokyo, JP (Hyderabad, India)"
azure,cloud,security,python,microservices,"azure,cloud,security,python,microservices","Site Reliability Engineer (m/f) for Machine Learning Infrastructure at Blue Yonder GmbH (Karlsruhe, Deutschland)"
e-commerce,php,neo4j,elasticsearch,symfony,"e-commerce,php,neo4j,elasticsearch,symfony","PHP Software-Entwickler eCommerce (w/m) at von Affenfels GmbH (Stuttgart, Deutschland)"
r,shiny,agile,database,architecture,"r,shiny,agile,database,architecture","Web Applications Engineer at REsurety (Boston, MA)"
agile,ruby-on-rails,elasticsearch,java,,"agile,ruby-on-rails,elasticsearch,java,","Software Engineer (Backend) at Happy Fresh (Cilandak, Indonesia)"
python,testing,sql,,,"python,testing,sql,,","Data Engineer at Airtasker (Sydney, Australia)"
python,javascript,url,json,sql,"python,javascript,url,json,sql","Business Intelligence Analyst (m/f) at Gruner + Jahr GmbH (Hamburg, Deutschland)"
python,elasticsearch,amazon-web-services,amazon-redshift,apache-spark,"python,elasticsearch,amazon-web-services,amazon-redshift,apache-spark","Software Engineer - Data Mining at Yelp (Hamburg, Germany)"
machine-learning,python,apache-spark,scala,hadoop,"machine-learning,python,apache-spark,scala,hadoop","Senior Enterprise Data Scientist - Amsterdam at Philip Morris International (Amsterdam, Netherlands)"
machine-learning,python,apache-spark,scala,hadoop,"machine-learning,python,apache-spark,scala,hadoop","Enterprise Data Scientist - Krakow at Philip Morris International (Kraków, Poland)"
machine-learning,python,apache-spark,hadoop,scala,"machine-learning,python,apache-spark,hadoop,scala","Enterprise Data Scientist - Tokyo at Philip Morris International (Chiyoda-ku, Japan)"
python,saas,elasticsearch,serverless-framework,solr,"python,saas,elasticsearch,serverless-framework,solr","Senior/Principal Software Engineers - (Matching Platform) at Kyruus (Boston, MA)"
python,saas,sql,bigdata,etl,"python,saas,sql,bigdata,etl","Senior/Principal Software Engineers (Backend/Data Engineering) at Kyruus (Boston, MA)"
python,postgresql,elasticsearch,,,"python,postgresql,elasticsearch,,","Engineering Lead at Flashpoint (New York, NY)"
c++,machine-learning,computer-vision,python,android,"c++,machine-learning,computer-vision,python,android","C++ Developers (all levels) at Cubic Motion Ltd (Manchester, UK)"
qa,jira,testing,mobile,google-chrome-devtools,"qa,jira,testing,mobile,google-chrome-devtools","Software QA Analyst at Marxent Labs (Dayton, OH)"
.net-core,asp.net,angularjs,javascript,cloud,".net-core,asp.net,angularjs,javascript,cloud","Web Development Manager - 112 year old business with the spark of a startup! at Winning Group (Waterloo, Australia)"
navision,salesforce,c#,scrum,agile,"navision,salesforce,c#,scrum,agile","Bring ERP to the next level and motivate your team and stakeholders at Milestone Systems (Copenhagen, Denmark)"
python,docker,rabbitmq,elasticsearch,amazon-web-services,"python,docker,rabbitmq,elasticsearch,amazon-web-services","Platform Backend Developer at Lime (Lund, Sweden)"
design,machine-learning,user-interface,,,"design,machine-learning,user-interface,,","5G Layer1 SOC IP engineer at NOKIA (Lannion, France)"
scrum,cloud,azure,.net,ai,"scrum,cloud,azure,.net,ai","Senior Cloud Software Developer at Cloudeon (Søborg, Denmark)"
python,sql,snowflake-datawarehouse,etl,,"python,sql,snowflake-datawarehouse,etl,","Senior Data Engineer at CarGurus (Cambridge, MA)"
java,algorithm,machine-learning,real-time,,"java,algorithm,machine-learning,real-time,","Lead Software Engineer, Programmatic Advertising at CarGurus (Cambridge, MA)"
python,node.js,web-services,sql,elasticsearch,"python,node.js,web-services,sql,elasticsearch","Transit Squad seeks Backend Engineer (f/m) at moovel Group GmbH (Berlin, Germany)"
c#,.net,amazon-web-services,agile,matlab,"c#,.net,amazon-web-services,agile,matlab","Lead Software Engineer at Omitron, Inc. (Greenbelt, MD)"
google-analytics,css,javascript,google-tag-manager,,"google-analytics,css,javascript,google-tag-manager,","Web Analyst Conversion Rate Optimization (M/F/X) at FlixBus (München, Germany)"
amazon-web-services,python,postgresql,devops,elasticsearch,"amazon-web-services,python,postgresql,devops,elasticsearch","Site Reliability Engineer (SRE) (AWS, DevOps, Python) at EclecticIQ (Amsterdam, Netherlands)"
php,java,mysql,c#,,"php,java,mysql,c#,","System Analyst Manufacturing Engineering (m/w) at ZF Friedrichshafen AG (Aschau am Inn, Deutschland)"
matlab,simulink,canoe,can,,"matlab,simulink,canoe,can,","Teamleiter HIL  ADAS Validation (m/w) at ZF Friedrichshafen AG (Koblenz, Deutschland)"
c,c#,java,php,,"c,c#,java,php,","System Analyst Manufacturing Engineering (m/w) at ZF Friedrichshafen AG (Aschau am Inn, Deutschland)"
python,matlab,python-2.7,wxpython,numpy,"python,matlab,python-2.7,wxpython,numpy","Python Developer at Mide Technology (Medford, MA)"
sql,azure,ansible,jenkins,sysadmin,"sql,azure,ansible,jenkins,sysadmin","SQL Database Administrator - Come and help us beat cancer! at Cancer Research UK (London, UK)"
machine-learning,python,design,,,"machine-learning,python,design,,","5G UE simulator L1 Specification at NOKIA (Nozay, France)"
java,amazon-web-services,spring,devops,,"java,amazon-web-services,spring,devops,","Data Integration Engineer at Macquarie Group (Philadelphia, PA)"
qa,selenium-webdriver,salesforce,,,"qa,selenium-webdriver,salesforce,,","QA Lead - define processes & automate all the things at Litify (Brooklyn, NY) (allows remote)"
hadoop,apache-spark,etl,,,"hadoop,apache-spark,etl,,","Big Data Developer at EPAM Systems (San Francisco, CA)"
c,matlab,simulink,embedded,,"c,matlab,simulink,embedded,","Softwareentwickler (m/w) - Steuergerätefunktionen at IAV GmbH Ingenieurgesellschaft Auto und Verkehr (Gifhorn, Deutschland)"
data-science,machine-learning,,,,"data-science,machine-learning,,,","Informatiker (m/w) - Modellbasierte Funktions- und Softwareentwicklung at IAV GmbH Ingenieurgesellschaft Auto und Verkehr (Rostock, Deutschland)"
java,python,hadoop,,,"java,python,hadoop,,","Java Developer - Machine Learning at Experian Limited (Scottsdale, AZ)"
automation,testing,automated-tests,,,"automation,testing,automated-tests,,","Data Platforms DevOps Software Engineer - Eng 3 at Comcast (Seattle, WA)"
python,c++,amazon-web-services,computer-vision,deep-learning,"python,c++,amazon-web-services,computer-vision,deep-learning","Senior Research Engineer at Vision Systems, Inc. (East Providence, RI)"
sql,sql-server,data-warehouse,business-intelligence,,"sql,sql-server,data-warehouse,business-intelligence,",Senior Business Intelligence Software Developer at Keona Health () (allows remote)
python,sql,excel,,,"python,sql,excel,,","Software-Entwickler (m/w/d) KI at optoVision Gesellschaft für moderne Brillenglastechnik mbH (Langen (Hessen), Deutschland)"
sql,oracle,crm,bpm,data-warehouse,"sql,oracle,crm,bpm,data-warehouse","IT-Servicemanager/in (m/w) at next id GmbH (Bonn, Deutschland)"
java,sql,etl,data-warehouse,talend,"java,sql,etl,data-warehouse,talend","ETL- und Datenbankentwickler (m/w/d) at L-Bank (Karlsruhe, Deutschland)"
java,elasticsearch,hbase,python,rabbitmq,"java,elasticsearch,hbase,python,rabbitmq","Java Developer at Exonar (Newbury, UK)"
python,r,machine-learning,sas,,"python,r,machine-learning,sas,","Senior Berater und Data Scientist für Process Mining (w/m) at metafinanz Informationssysteme GmbH (München, Germany)"
java,python,sql,,,"java,python,sql,,","Software Engineer - Big Data at JP Morgan Chase (Columbus, OH)"
apache-spark,scala,tableau,kubernetes,amazon-quicksight,"apache-spark,scala,tableau,kubernetes,amazon-quicksight","Software Engineer & Data Scientist at Awesome Start-up (remote or local) at Scientist.com (Solana Beach, CA)"
cloud,java,r,tensorflow,hadoop,"cloud,java,r,tensorflow,hadoop","Data Scientist / Data Mining Senior Consultant (m/w) mit Fokus Advanced Analytic at metafinanz Informationssysteme GmbH (München, Germany)"
machine-learning,iot,blockchain,artificial-intelligence,camunda,"machine-learning,iot,blockchain,artificial-intelligence,camunda","Senior Consultant (m/w) Disruptive Technologies at metafinanz Informationssysteme GmbH (München, Germany)"
crm,salesforce,,,,"crm,salesforce,,,","Projektleiter (m/w) Datenmanagement at NPG Digital GmbH (Ulm, Deutschland)"
machine-learning,algorithm,,,,"machine-learning,algorithm,,,","Specialist for Modeling and Processing at Sandvik Coromant (Sandviken, Sweden)"
machine-learning,algorithm,c++,python,,"machine-learning,algorithm,c++,python,","Data Scientists at Sandvik Coromant (Sandviken, Sweden)"
javascript,ruby-on-rails,ruby,html,d3.js,"javascript,ruby-on-rails,ruby,html,d3.js","JavaScript & Ruby Developer | learn Rails | projects of benefit to society at employer represented by techfolk (Portishead, UK)"
java,python,sql,,,"java,python,sql,,","Machine Learning Implementation Engineer at JP Morgan Chase (Jersey City, NJ)"
qa,testing,automated-tests,,,"qa,testing,automated-tests,,","QA/Business Analyst at RedCap (Fort Lauderdale, FL) (allows remote)"
node.js,javascript,angular,database,amazon-web-services,"node.js,javascript,angular,database,amazon-web-services","AI platform full stack developer at Neurala (Boston, MA)"
amazon-web-services,apache-spark,cloud,,,"amazon-web-services,apache-spark,cloud,,","AWS Engineer at Asurion (Sterling, VA)"
azure,powerbi,business-intelligence,data-modeling,data-warehouse,"azure,powerbi,business-intelligence,data-modeling,data-warehouse","Data Analytics Consultant at Artis Consulting (Richardson, TX)"
scala,hadoop,go,r,apache-spark,"scala,hadoop,go,r,apache-spark","Tech focused Data Scientist  R&D Platforms Analytics Lead at The Quantium Group (Sydney, Australia)"
elasticsearch,kibana,logstash,elastic,,"elasticsearch,kibana,logstash,elastic,","Technical Evangelist, China at Elastic () (allows remote)"
elasticsearch,kibana,logstash,elastic-stack,elastic,"elasticsearch,kibana,logstash,elastic-stack,elastic","Developer Community Advocate, Latin America at Elastic () (allows remote)"
qa,testing,software-quality,analysis,validation,"qa,testing,software-quality,analysis,validation","QA Analyst at Red Rock Tech Solutions, LLC (Colorado Springs, CO)"
javascript,bigdata,frontend,node.js,,"javascript,bigdata,frontend,node.js,","UI Engineer at IBM (Bratislava, Slovakia)"
scala,postgresql,sql,postgis,apache-spark,"scala,postgresql,sql,postgis,apache-spark","Senior Data Engineer at REalyse (London, UK)"
bash,java,hadoop,,,"bash,java,hadoop,,","Sr. Big Data Engineer at Grid Dynamics (Milpitas, CA)"
security,testing,,,,"security,testing,,,","Security Testing Engineer/Security Analyst at EPAM Systems (Saint Petersburg, Russia)"
java,python,hadoop,bigdata,microservices,"java,python,hadoop,bigdata,microservices","Principal Data Architect at Eagle Investment Systems (Wellesley, MA)"
salesforce,apex,sql,tableau,etl,"salesforce,apex,sql,tableau,etl","Application Architect at Marathon Ventures LLC (New York, NY)"
hadoop,.net,java,sql,vba,"hadoop,.net,java,sql,vba","Senior Software Developer at Canadian Security Intelligence Service (CSIS) (Ottawa, ON, Canada)"
project-management,security,r,sdlc,agile,"project-management,security,r,sdlc,agile","IT Business Analyst at Canadian Security Intelligence Service (CSIS) (Ottawa, ON, Canada)"
.net,java,xml,javascript,sql,".net,java,xml,javascript,sql","Information Technology Analyst at Canadian Security Intelligence Service (CSIS) (Ottawa, ON, Canada)"
.net,c#,javascript,sql,apache-spark,".net,c#,javascript,sql,apache-spark","Sr. Software Engineer (.Net) at Cheetah Digital (Cyberjaya, Malaysia)"
python,openshift,jenkins,git,groovy,"python,openshift,jenkins,git,groovy","DevOps AI at Intact (Montreal, QC, Canada)"
python,java,docker,flask,machine-learning,"python,java,docker,flask,machine-learning","IA Developer at Intact (Montreal, QC, Canada)"
agile,user-experience,javascript,java,python,"agile,user-experience,javascript,java,python","Agile Business Analyst for Environmental Science SaaS Product at The Media Suite Ltd (Christchurch, New Zealand)"
etl,sql,mysql,postgresql,,"etl,sql,mysql,postgresql,","Data Warehouse & ETL Professional (m/w) at internetstores GmbH (Stuttgart, Deutschland)"
qa,testing,automation,visual-studio,sdlc,"qa,testing,automation,visual-studio,sdlc","Quality Assurance Analyst at Uline (Pleasant Prairie, WI)"
machine-learning,hpc,computation,scientific-computing,mathematical-optimization,"machine-learning,hpc,computation,scientific-computing,mathematical-optimization","Technical Innovator at Wellcome Trust Sanger Institute (Hinxton, UK)"
machine-learning,c++,c#,image-processing,motion,"machine-learning,c++,c#,image-processing,motion","Senior Software Engineer - Machine Control Software at Nordson Corporation (Colchester, UK)"
bigdata,analytics,,,,"bigdata,analytics,,,","MEHRERE PROJEKTLEITERINNEN / PROJEKTLEITER at Fraunhofer-Institut für Intelligente Analyse- und Informationssysteme IAIS (Sankt Augustin, Deutschland)"
druid,amazon-kinesis,hadoop,apache-spark,amazon-web-services,"druid,amazon-kinesis,hadoop,apache-spark,amazon-web-services","Data Engineer (m/f) - Analytical Databases at Smaato (Hamburg, Germany)"
java,selenium,scala,mongodb,elasticsearch,"java,selenium,scala,mongodb,elasticsearch",Software QA Engineer - Automation at LeadIQ (Singapore)
python,apache-spark,sql,postgresql,amazon-web-services,"python,apache-spark,sql,postgresql,amazon-web-services","Data Engineer at Strong Analytics (Chicago, IL)"
node.js,c++,typescript,d3.js,angular,"node.js,c++,typescript,d3.js,angular","Software Engineer - Biomedical Imaging Startup at Ionpath Inc. (Menlo Park, CA)"
sql,python,ssis,sysadmin,,"sql,python,ssis,sysadmin,","Sr. Data Architect at Philip Morris International (Neuchâtel, Switzerland) (allows remote)"
data-science,bigdata,machine-learning,,,"data-science,bigdata,machine-learning,,","Data Scientist at NLR (Amsterdam, Netherlands)"
java,python,sql,,,"java,python,sql,,","Software Engineer  Java/Microservices/Big Data at JP Morgan Chase (Glasgow, UK)"
machine-learning,python,sql,algorithms,bigdata,"machine-learning,python,sql,algorithms,bigdata","Senior Machine Learning Engineer at Celonis SE (München, Deutschland)"
r,python,sql,,,"r,python,sql,,","Lead Data Scientist @ Berlin-based Adtech Startup [Python] at Opinary (Berlin, Germany)"
javascript,html,css,elasticsearch,,"javascript,html,css,elasticsearch,","(Senior) Product Manager, Swiftype at Elastic () (allows remote)"
javascript,php,reactjs,d3.js,bootstrap-4,"javascript,php,reactjs,d3.js,bootstrap-4","Front-end Developer at Asymmetrik (Annapolis Junction, MD)"
python,r,scikit-learn,,,"python,r,scikit-learn,,","Data Scientist at Feedeos Inc (Montreal, QC, Canada)"
java,python,hadoop,spark,aws,"java,python,hadoop,spark,aws","Big Data Engineer at Pixalate, Inc. (Los Angeles, CA)"
java,c#,.net,artificial-intelligence,chatbot,"java,c#,.net,artificial-intelligence,chatbot","Software Engineer (Multi platform - Java/. Net) at Telstra (Melbourne, Australia)"
reactjs,node.js,backbone.js,algorithm,artificial-intelligence,"reactjs,node.js,backbone.js,algorithm,artificial-intelligence","Senior Software Engineer - Full Stack at SugarCRM (Durham, NC)"
sql,python,java,amazon-redshift,postgresql,"sql,python,java,amazon-redshift,postgresql","Sympla | Engenheiro de Software - Big Data at Sympla (Belo Horizonte, Brazil)"
elasticsearch,java,c++,jvm,,"elasticsearch,java,c++,jvm,",Machine Learning - Java Integration Engineer at Elastic () (allows remote)
apache-spark,scala,amazon-redshift,google-bigquery,data-science,"apache-spark,scala,amazon-redshift,google-bigquery,data-science","Data Engineer at Red Ventures Limited (London, UK)"
elasticsearch,javascript,reactjs,node.js,kibana,"elasticsearch,javascript,reactjs,node.js,kibana",UI Tech Lead - Kibana Elasticsearch at Elastic () (allows remote)
r,machine-learning,python,deep-learning,bigdata,"r,machine-learning,python,deep-learning,bigdata","Senior Data Scientist at Sandvik Machining Solutions AB (Stockholm, Sweden)"
scrum,agile,,,,"scrum,agile,,,","Technical Program Manager at Kindred AI (Toronto, ON, Canada)"
salesforce,insight,angularjs,node.js,python,"salesforce,insight,angularjs,node.js,python","Salesforce Software Engineer at Immuta (Columbus, OH)"
kafka,spark,hadoop,hbase,hive,"kafka,spark,hadoop,hbase,hive","Platform Engineer at NinthDecimal (Mountain View, CA) (allows remote)"
d3.js,reactjs,design,webgl,p5.js,"d3.js,reactjs,design,webgl,p5.js","Interactive Data Visualization Engineer at Merck - Austin (Austin, TX)"
r,java,python,c++,sql,"r,java,python,c++,sql","AI Engineer - Data Scientist (m/w) at Volkswagen AG (Wolfsburg, Deutschland)"
rest,python,linux,bigdata,data-visualization,"rest,python,linux,bigdata,data-visualization","Data Engineer (Python) at Back Market (Paris, France)"
scala,apache-spark,amazon-web-services,database,,"scala,apache-spark,amazon-web-services,database,","Marketing Data Engineer at innogy ('s Hertogenbosch, Netherlands)"
machine-learning,control-theory,modeling,python,particle-filter,"machine-learning,control-theory,modeling,python,particle-filter","Senior Algorithms Engineer at Etiometry Inc. (Boston, MA)"
elasticsearch,java,continuous-integration,gradle,jenkins,"elasticsearch,java,continuous-integration,gradle,jenkins",Build & Release Engineer - Elasticsearch at Elastic () (allows remote)
agile,continuous-integration,web-services,,,"agile,continuous-integration,web-services,,","Technical Analyst at HSBC (Leeds, UK)"
python,java,design,ruby,c#,"python,java,design,ruby,c#","Software Engineer - Infrastructure at Simon Data (New York, NY) (allows remote)"
elasticsearch,cloud,scala,kubernetes,docker,"elasticsearch,cloud,scala,kubernetes,docker",Technical Lead for Elastic Cloud at Elastic () (allows remote)
mapreduce,spark,hive,yarn,,"mapreduce,spark,hive,yarn,","Apple Media Products (AMP) - Senior Software / Data Engineer at Apple Inc. (London, UK)"
java,,,,,"java,,,,","Apple Media Products (AMP) Data Engineering - Software/Data Engineer at Apple Inc. (London, UK)"
cloud,amazon-web-services,azure,artificial-intelligence,,"cloud,amazon-web-services,azure,artificial-intelligence,","Build cloud native software assets (AI and Machine Learning) at Arm (Manchester, UK)"
cloud,artificial-intelligence,machine-learning,,,"cloud,artificial-intelligence,machine-learning,,","Focus on implementation of advanced AI and Machine Learning Technologies at Arm (Manchester, UK)"
malware,windows,penetration-testing,metasploit,,"malware,windows,penetration-testing,metasploit,","Malware Analyst at Bromium UK Ltd (Cambridge, UK)"
python,amazon-redshift,java,airflow,,"python,amazon-redshift,java,airflow,","Senior Data Engineer - Global Payment Analytics (f/m/d) at Delivery Hero SE (Berlin, Germany)"
spark,kafka,emr,python,hadoop,"spark,kafka,emr,python,hadoop","Senior Data Engineer at iHeartRadio (New York, NY)"
reactjs,r,sql,numpy,pandas,"reactjs,r,sql,numpy,pandas","Machine Learning Engineer at Simon Data (New York, NY) (allows remote)"
python,django,java,reactjs,react-redux,"python,django,java,reactjs,react-redux","Full Stack Engineer at Simon Data (New York, NY) (allows remote)"
r,python,etl,bash,sql,"r,python,etl,bash,sql",Data Engineer at Auth0 () (allows remote)
azure,sql,nosql,data-security,etl,"azure,sql,nosql,data-security,etl","Data Architect at HealthEquity (Draper, UT)"
machine-learning,sql,r,julia-lang,numpy,"machine-learning,sql,r,julia-lang,numpy","Senior Data Scientist at Faire (San Francisco, CA)"
embedded,c,fsm,matlab,microcontroller,"embedded,c,fsm,matlab,microcontroller","Entwicklungsingenieur Software (m/w) at Continental AG (Nürnberg, Deutschland)"
r,python,linux,sql,ms-office,"r,python,linux,sql,ms-office","Data Scientist (m/w/d) at VIT Vereinigte Informationssysteme Tierhaltung w.V. (Verden (Aller), Deutschland)"
automated-tests,automation,salesforce,architecture,system-administration,"automated-tests,automation,salesforce,architecture,system-administration","Salesforce Developer (m/f) at On Running (Berlin, Germany)"
ruby,ruby-on-rails,elasticsearch,javascript,reactjs,"ruby,ruby-on-rails,elasticsearch,javascript,reactjs","Software Engineer - Ruby at Integreon (Austin, TX) (allows remote)"
r,machine-learning,python,sql,apache-spark,"r,machine-learning,python,sql,apache-spark","Data Scientist at Market America / Shop.com (Monterey, CA)"
go,tensorflow,google-cloud-platform,,,"go,tensorflow,google-cloud-platform,,","senior backend developer for a startup that doesn't suck at MadHive (New York, NY)"
ggplot,dplyr,numpy,sql,hive,"ggplot,dplyr,numpy,sql,hive","Data Scientist, Apple Media Products at Apple Inc. (Cupertino, CA)"
javascript,reactjs,node.js,redux,mongodb,"javascript,reactjs,node.js,redux,mongodb","Full Stack Engineer for a Machine Learning Company at Matroid (Palo Alto, CA)"
r,python,machine-learning,data-science,github,"r,python,machine-learning,data-science,github","Data Scientist at Intact (Montreal, QC, Canada)"
scala,apache-spark,redux,functional-programming,machine-learning,"scala,apache-spark,redux,functional-programming,machine-learning","(Senior) Scala Developer at Lana Labs GmbH (Berlin, Deutschland)"
python,api,rest,java,jupyter-notebook,"python,api,rest,java,jupyter-notebook","Software Engineer - Python at Esri (Redlands, CA)"
specifications,writing,,,,"specifications,writing,,,","Business Analyst at Medefer (London, UK)"
c++,python,javascript,node.js,,"c++,python,javascript,node.js,","Ingénieur développement C++ / BigData at INTEMPORA (Issy-les-Moulineaux, France)"
